review_text,review_posted_date,review_header,review_rating,review_author
"Good phone not a great one,Camera quality not satisfied as per the specifications,but good,moto X-Play have great colour display and clarity than lenovo, Battery performance super.I can able watch a full one day cricket match with 4G and 30 percentage remaining after match(7 hours).Good processor speed.You can buy without hesitation because the price is not high as per the specifications offered..",03 Nov 2017,Good phone not a great one,4.0 ,Ratheesh
"For this price it's good but some problem yet to be rectify by Lenovo .casting is not working,some heating problem is there...",14 Sep 2017,Casting is not working it should be rectified soon by Lenovo,4.0 ,praveen
The fool's giving reviews before usage after using a month they got the truth.The worst product ever.Just giving the configuration but not performing.so make a wise decision.for replacement u've only 7 days.,29 Sep 2017,The worst product from worst company.,1.0 ,KV
Good product but unable to share internet using hot spot or Bluetooth. Got hanged and not able to restart the mobile. Lenovo service center guy locked the shop and ran away despite of calling.,24 Dec 2018,Good Hand phone but many technical issues.,3.0 ,PRANAV
Nice phone Pros: *2.3 GHz deca core *Camera *Fast Charging *Display quality *Stock Android *Android Oreo *Separate sim & sdcard slots and much more.... Cons: -Heating Issue -Below average battery life -Issues while playing games with high end graphics.,15 May 2018,Nice phone Pros,4.0 ,San D.
"Everything in this particular android is working great, I am using it from last 4-5 months, The only issue that i am having is with the so called scratch resistant or you can say scratch proof gorilla glass. It's getting scratches even when put in the pocket of a loose formal trousers as well. I must say there is 0 rating for the Lenovo K8 Note's Screen.",05 Jun 2018,Zero Rating For So Called Gorilla Glass.,3.0 ,Harpreet Sethi
Missed call & message coming after Notification light not glowing how to solve this problem,31 Aug 2017,Four Stars,4.0 ,s.palanisamy
"Very Bad Camera, Battery Heating issue, Awesome processor , Storage space is also good thanks to extra sd card slot , battery back up is good , only stock Android is bit disappointing but on the other hand performance improved. No headsets ....overall good mobile if camera is not your priority",19 Sep 2017,Good Mobile with bad camera,3.0 ,Abhishek Chavan
In 12000 it is a great phone some heat up issues and ram management is poor it's gpu performance is slightly lower than adreno gpu in 64 gb storage I get almost 51 gb camera performance and ram management may be improve in software updates battery lasts about 1 day for heavy users.some bugs in ui .in 24 Nov i simply using it and for 30 to 40 minutes it completely stop and after 1 hour it recovered.so these are my opinion regarding this phone. I bought it on sell for 12000 (4 gb ram 64 gb internal storage).so it is a decent phone for my point of view. Thank you,26 Oct 2017,In 12000 it is a great phone some heat up issues and ram management is ...,4.0 ,Saurav kumar barik
"One of the worst phone I have ever brought, material has a bump near volume controller button which cannot be rectified, camera clarity is average but lack of scene detection and background blur, battery backup is below average, volume is better. Overall not worth to buy the phone",30 Dec 2018,Not a good one,2.0 ,shashikumar
"Doesn't provide ear phones with this mobile,This mobile not support water resistance and repellent ,recently purchased mobile , Display off, in Service Center they are saying This mobile not covers in Warranty , I suggest u Please Don't Buy this Mobile.",12 Oct 2017,This mobile not support water resistance nor water repellent .,5.0 ,kishore
"original product , delivered on time and working, BY 3 months battery life deteriorated and now it gives only 6 hrs, heating after 20 % battery condition , very bad product from a reputed brand",31 May 2018,"VERY BAD PRODUCT , BATTERY IS JUST 6 HRS OF STANDBY",2.0 ,Amazon Customer
Excellent mobile with all multiple features . I will give 10 out 10 for all features in the mobile . But i am giving 9 marks for camera out of 10 i cannot give full marks for camera . remaining all features are dam good battery life also very much good . you people can buy this mobile with having any dought,22 Oct 2017,superb and excellent mobile,5.0 ,vijay kumar
Good sound....Finger print nice...Nice camera...Bt battery is a total disaster...drains by Evening 5 after a full night charging and why the hell is it 4000mAh....And d phone gets heated up much more than my previous Asus zenfone2...Can't keep it in my pockets when it gets heated....Disappointed with d phone,08 Dec 2017,Good sound.,2.0 ,Thanseer
Volume is very low. I put on speaker while attending a call under normal circumstances also. Camera is not effective. May be rectified with a software update. Opportunity F5 camera is much more better.,23 Jan 2019,NOT FULLY SATISFIED.,4.0 ,Sankar
Flawed OS. Mobile reboots whenever it looses connected WiFi... And keeps rebooting until WiFi is switched off. Understand that such auto rebooting is common defect in K8!,15 Feb 2019,Frequently reboots whenever WiFi is connection is lost,1.0 ,Amazon Customer
"Lenovo's Service centre is really talented, here you can fix your K8 Note's battery by changing display just by plucking just about half of K8 Note's value from your pocket. I had problem with my battery but as per the service centre its because of my display and that would cost me something around 5000. #Customer service KILLER",24 Aug 2018,Product is good after but after service SUCKS,1.0 ,salman
Phone is not so sturdy as material is plastic camera is not so great 5mp is digitally enhanced to claim 8mp. Sound quality degrading and almost inaudible after 6 month.,14 Oct 2018,Don't buy,2.0 ,Sarthak
Don't ever buy this phone It's been 8 month I'm using this mobile. Now it's automatically restarting can't even use the mobile. It's not even turning on. It's heating like anything Went to Lenovo care for warranty issue They r like can't get warranty for this kind of stuff Please don't go for this phone.,15 Aug 2018,Waste mobile,1.0 ,solomon
"Phone is working fine. Processor and battery performances are very good. Connectivity is also cool. Only concern is with over heating, set is getting hot after 30 mins of continuous use. The heating problem needs be addressed to make the set a perfect one.",13 Sep 2017,Phone is working fine. Processor and battery performances are very good,4.0 ,Amazon Customer
"Lenovo k8 note is as moto your can buy moto g5+, g5+ is better than lennovo k8 ""THERE IS NO HEADSET"" IN LENNOVO Box heating very much when charging lot of software bug in orea os. DON'T WASTE YOUR MONEY",13 Feb 2018,"FINGER PRINT SCANNER IS SLOW, is Battery life is normal as other phones",2.0 ,Bharathimohan
A great smartphone but without battery and software support I cannot imagine a smartphone without these two important features. It's like making a superman without flying power can you imagine....,18 Jun 2018,Just one word NOOO,1.0 ,DEEPAK
Well was very excited to buy it. . But after oreo update there is a decrease in the battery backup. I am hoping it will get corrected by the developers soon. Overall the camera performance is average charging time is approx 2 hrs and sometimes heats .... Average phone... Better option available in market at even low price range ...,09 May 2018,Average performance,3.0 ,DEEPAK ANAND
Camera quality is good. battery also good backup.but dual camera top camera is not proper work. mobile looking nice. Then Dolby atoms how to work I don't know. Other mobile comparing this mobile is good.,06 Sep 2017,mobile is good. Value of money 🤑,5.0 ,Saravanankumar T
"It's a amazing phone with good performance nice look and great value of money , just need a support from amazon to help me for pic replacement as this device takes lot time of charging and drain so fast , I know it's some fault with mine device or else phone is awsome",07 Sep 2017,It's a amazing phone with good performance nice look and great value ...,4.0 ,Amazon Customer
"Used for 8 months, not any major issues, product gets heated during usage of internet like download and browsing. After 6 months, battery standby capacity is getting reduced. Heating problem during gaming. Camera, dolby and build quality is good.",27 Aug 2018,Worth for money for 2 yrs only,4.0 ,Nitheesh
The phone is light Weight n looks are awesome. But only I found it difficult to insert sim cards n memory card because of the key use. If the key gets misplaced then it would be very difficult to change sim's. Otherwise the phone is good,05 Jan 2018,good phone,4.0 ,Vaishnavi Aadesh Rane
Phone overheats way too quick. 4000 mAh battery barely stays 2-3 of gaming. I used Redmi note 5 pro before this. Same 4000 mAh battery but Note 5 can handle 5-6 hours of gaming easily. Lastly turbo charging is joke; 10% - 100% in 2 hours 30 mins most of the time.,18 Jun 2018,Dont do the same mistake I did. Don't buy this phone.,1.0 ,Premtosh Siga
"It's nice. Battery, Display, Sound all good Cast functionality is there, but not working as expected. My old k3 note connects smoothly to ""Any cast"" but this one is not. Camera is average, compared to Honor 6x",27 Aug 2017,It's nice. Battery,4.0 ,Anooj P
"At this price, it very much serves well. The Oreo update was very very very disappointing at first but then after a month it came up withsome minor updates and solved those issues too. Camera is good to better for this price range. Gets heated if camera or torch is used for long.",24 Jul 2018,Nice phone for the price it comes for.,4.0 ,Amit
I buyed this phone on 1 sep and now i am writing review after approx 1 month use i used this phone in every way and also now got update with feature slow motion.....i don't no why people give one star to this phone with comment good phone i don't think in this range any company is providing this much feature with great processor i m in love with the speed as i am a gamer type of user in the end i would like to suggest go for this phone camera is not so gud in slow motion but its gud.,26 Sep 2017,i don't no why people give one star to this phone with comment good phone i don't think in this range any company ...,5.0 ,Prashant y.
Product is good...and worked really good in beginning. But as d days past...now I can see sometime phone gets restarted of its own. Heats up some time alot. Now within a year looks like it's battery is also slowing down. But though good camera phone...and is good to use.,04 Aug 2018,Good phone with good camera,4.0 ,Ashutosh
"Good budget 5.5 inch smartphone. Has good camera both front and rear. Good battery life. More important is that it has x23 helio deca core processor, which flies like anything. Turbo charging as well.",20 Oct 2018,Good,5.0 ,Jacob Durairaj
"Very gud phone...fast everything..no hang...battery drains little fast...Full charge gives about 15hrs of usage(including watching videos,calls,text, browser at 4g)..front camera is very gud...rear one is a big Ok..",29 Oct 2017,Very gud phone... fast everything.. ...,4.0 ,Rahul Nag
Facing incoming call issues while using Jio. Also Jio's customer care is saying it is not volte phone only a 4G phone....however i have many times told them to check again.,13 Sep 2017,Volte phone but facing incoming calls issue and Volte feature is not updated in Jio company's record,3.0 ,Kuldeep Kumar
This is the worst phone I have never seen I was using k4 Note it was good so that is the reason I have taken this k8 note phone but there is no auto call regarding and no cast for screen sharing and you can't cancel the call for the cast I have trying to do some steps from developer tab but that also no use. Thanks for Lenovo for this kind of product Sathish kumar,06 Jun 2018,The worst phone,1.0 ,Sathishkumar
"The Note series always been the champion for the Lenovo. So as this product, amazing product at this prise point, some cool new stuff, a bit different experience compared to past Note series obviously its a Killer Note... #Top speed #Good looks #Great overall performance...",11 Oct 2017,#Killer Note😉,5.0 ,Navneet Pazare
"This is a good phone, it has best sound quality as compared to Nokia 6. One disadvantage is they don't provide new software updates like Nokia 6 is providing every month security patch update and latest software updates Android Oreo. Picture quality of the camera is ok ok .. I will upadate the photos of phone soon.",25 Sep 2018,Lenovo K8 Note,4.0 ,NIRANJAN
"Phone looks good and screen is good too. But the battery is poor. Even though it is of 4000 mAh capacity, it doesn't even last for 24 hours. Even though the brand says that there is Turbo charging, it actually takes 3 hours to charge fully. So basically you will need to charge your phone twice in a day for 3 hours each time.",05 Sep 2017,Phone looks good and screen is good too,2.0 ,jigar mehta
I m giving this feedback after using mobile fr one week... Bought this mobile with high expectations but didn't reach me... Turbo charger z good but battery life z average... It's very bulky to handle(180gms). Cam z giving avg. Performance... Overall experience it's nt upto the mark... Can hv other option in this range...,07 Sep 2017,Avg. Performance... Bulky to Handle...,3.0 ,Amazon Customer
"Great product... I gifted to my sister. She like this phone very much. Specifically camera, picture quality is better than other lenovo phone. Value for money, get great quality phone in less price.",09 Mar 2019,Value for money,5.0 ,Kirti Ahirrao
"Overall product is gud in performance. Camera is good. Battery drains much, lasts one day on moderate use..slight heating on charge...remaining all process r excellent",26 Aug 2017,Camera is good. Battery drains much,4.0 ,Kodanda Rami Reddy
Very nice phone ... 1st time charging may led to heating.. Battery was good... Side buttons was very loose this is a problem.. Deapth sensing mode is so..So... Finger print senser was very fast... Front camera was good and back also.. Screen is very good covered with gorilla glass 3.. Phone is very fast.... It require 1st update when you start it... Overall for my opinion phone was good...😎😎,06 Oct 2017,1 day buyer expirence....,5.0 ,Pratik srivastava
"The Lenovo K8 Note is awesome. It takes best pictures with dual camera. Very Slim and metallic body which is a bit difficult to hold on hand, back cover is must. Features are awesome with Android. Battery is a bit concern if you are regular user.",20 Mar 2018,Overall it is good compared to Asus,5.0 ,AMIT KUMAR JHA
"Awesome mobile, just a complete set of everything everyone want in this price ranhe. Best in class and best in performance. Great battery life. Smooth processing. Great camera with awesome depth enable mode. Overall must buy phone, a best smart phone from Lenovo till dete.",18 Oct 2017,"Awesome mobile, just a complete set of everything everyone ...",5.0 ,Raushan Kumar Naik
Review after 2 week 1. Looking wise good 2. Camera is Good 3. Charging fast But have a issue with phone of heating as well as hang sometime and performing slow .one more issue is battery life .,01 Oct 2017,Lenovo K8 note - 🔥 fireball,3.0 ,Arup Nayak
No update... out-dated operating system...Oreo 8.0 only....camera worst ...ram management worst..... Higher specifications but wasted because of os...bugs in camera....plz don't buy,27 Jan 2019,Waste for bucks,3.0 ,Mr.gowardhan
"Amazon delivered before time...., Battery lasted 1.5 days with internet active , gets fully charged in 45 mins, selfie camera is nice but back camera in Dept mode is average but not that bad, overall performance is good in this price range and happy with it ....better than other fones under 15 k",26 Nov 2017,Everything you need in latest smart fone,5.0 ,Mandar
Not too user friendly. Phone has major problem of notification. Screen remains black while incoming calls. Phone calls gets missed bt the time you unlock and pick up,17 Apr 2019,Horrible,2.0 ,Amazon Customer
In 9990 it is not bad deal.... Dual dear camera .....Good but not great....It is not for low lighting photography.... Front cam is also good...For selfie.... Bluetooth is not good ....When I connect to bluetooth device....xiomi mi max is far better ... Best thing with this device ...Its fast charger....its great...It charge my mi max 4850 mah better in just 1.45 min,08 Feb 2018,In 9990 it is not bad deal.,4.0 ,yogendra
"Worse phone I have ever used. Battery backup is very poor, charging time is so long and heating problem is a very big issue. Don't buy it.",25 May 2018,Worse phone I have ever used,1.0 ,Amazon Customer
Good product Very nice camera . Sound is awesome. Only one problem. Guys please update ur software and u will get led notification and battery percentage showing in this product.,07 Nov 2017,Good product.,3.0 ,vikas kabra
"I'm also using Lenovo P1 Turbo and in comparison to the K8 Note the features are are very minimal in the note,sound is pathetic even with Dolby,I'm using a jbl earphones. A part from ram internal memory and camera the note has nothing special like in P1 Turbo.(open for suggestions)",25 Jul 2018,Averay features of note in camparison with P1 Turbo,3.0 ,Vijaya Rajan
Dolby Atmos is not working. How to fix this From where to get support from Lenovo. Seal of Outer Amazon package (Outer package) was open but set was seal. Bit disappointed with Dolby Atmos not functioning. Hope you will cooperate,26 Jan 2018,Bit disappointed with Dolby Atmos not functioning,3.0 ,Ashwani Kumar
"Fake dual camera... Depth mode is of no use. Its just edits the pic and the produced pic feeld like badly edited... Battery sucks... Heating problem... No Volte... Jio sim won't work unless you use jio app. Dual Camera is fake... Even when you place you finger in front of the 5MP camera, your phone will still take a blurred background pic which clearly says that the pics are edited and the 2nd 5MP camera is of no use.",30 Sep 2017,Fake dual camera,2.0 ,Piyush Anand
Thanks to Amazon customer service for delivering before 2 days for my kind request Thank you Amazon team for taking my concern Product was so good. Little bjt disappointed with camera and battery but looking for this budget this is so good and comfortable. 10 core killer classic 😍,28 Sep 2017,Thanks Amazon team,5.0 ,Aashish
"It's been a few months since I'm using this phone. Sound quality is good. Camera also seems just fine. However, even though the phone has a good battery it drains out pretty fast. Overall it's a good phone",13 Dec 2018,"Good sound, draining battery",4.0 ,Juhi Shirkar
"Very worst handset it doesn't have direct casting instud it requires google crome to connect smart TV as the phone have 4000mh batter, the phone doesn't last for a day even without internet. When we call to Coustomer care regarding the direct casting they speak very lightly. The lenova k5 note was far better then k8note. I guess this all have happened coz of Motorola tookover the lenova product..",13 Feb 2018,Very worst handset it doesn't have direct casting instud it requires ...,2.0 ,NAVEEN KUMAR
Best value for money! Only concern is camera clarity it's not as expected as good.. I hope in 12 - 14 k range this is one of the best mobiles. Better than MI4,03 Oct 2017,Best value for money,5.0 ,SaNju
"The Android build has too many problems. Bluetooth for one is highly unreliable. Second, battery life is quite erratic. Do not buy and download the Oreo build as it will destroy the phone.",19 Aug 2018,Bad Android build,2.0 ,subra
Phone is good . But the only problem is heating. I have searched Google that could be resolved by the software isuue later by lenovo. Hope to get a soft update soon in coming days Cemera. Only problem with camera is it doesn't have a vudeo or pic stabilizer. Rest good worl lenovo.,07 Sep 2017,Value for money,4.0 ,Sachin S Shrimali
"Elegant handset Excellent display Fabulous audio quality Excellent​ performance Very good camera Good battery backup All these at budget price range Marvelous, l love this smartphone Thanks Lenovo",03 Sep 2017,Wow Lenovo!!,5.0 ,Sunil Nair
"Good battery performance. Delivers a full day of duty for a relatively high usage of mail box, net usage, and social surfing. Response of the OS and equipment is in line with the expectation. Speakers are good. After the stunning results I get on my MotoZ, it is only natural that I do. It find the results of the camera in line with my expectation ! Overall, a fantastic value for money !",06 Nov 2017,Good battery performance,5.0 ,Ramakrishna
"A good phone by looks and features. Battery backup is also good. Touch screen response is good. Most of the features are same as Moto g series, hence those who have used Moto phones will find it easier.",16 Oct 2017,Good phone,4.0 ,Anuraag Srivastava
after the 18 days use it switched off doesn't on. service center person told me it's screen bend at center and didn't receive the mobile for repairing. after many argument they received & repair. they told it's mother board was damage & we replace it Lenovo service center is very bad don't respect coustomer.,09 Feb 2019,Damage mother board replace by Lenovo service center,1.0 ,vivek kumar
"Use very well, so time, problem littile bet, volte 4 g problem, when one sim is 4G network, second is 3g or 2g but second sim text massage is received to let, some times call not reachable on 2g 3g sim",09 Dec 2018,But go on,5.0 ,Amazon Customer
The product what u get for 14k is actually worth of it... 1)it holds proper multi tasking 2) front camera is excellent 3) primary camera is well good enough for decent shots during night 4) speaker are good 5)Fast charging 6)Curved glass with gorilla glass 3 7) battery drains comparatively soon.. if ur going for performance and camera i suggest this,20 Nov 2017,best phone under 15k,5.0 ,Reviewer
I dont know..its some manufacturing defect or what..but its the worst phone..i had ever used..i dont get a standby battery backup of even one day..within 10 months..both speaker n the mic are damaged n i can go on for a lot of small things..but these 3 are the major ones. Thanks lenovo for the worst phone ever!,19 Nov 2018,Worst phone ever!!!,1.0 ,Isha agrawal
I bought this phone jan2018.. Phone is Below average .... Sound quality is poor dueto mono speaker.. picture quality is not as good as expected... Some options in phone are missing... Have no friendly features.. Not prefer to buy,29 Jan 2018,Below average phone,2.0 ,abhishek
It is an good phone and also its working very good. All the feature's in mobile working nice. And It has Dolby atmos audio with amazing features But if it has two speakers it may so good(like k6power).But in this mobile they given one speaker as microphone and another speaker for audio but also with one speaker audio sound and charity is very good.,04 May 2018,Must be buy the mobile,4.0 ,Ch.Chakram
"Good, battery is good and video and audio quality is good.recently I slipped my mobile while bike ride but it has no scratches...super mobile at this price rate.-ve is I can feel lag while playing games.",12 Nov 2017,Overall good,4.0 ,chakaravarthy
"In fact, don't waste your money investing in any Lenovo product, There are many brands which are far... far better than this scam company I've used 2 Lenovo Laptops and 2 Lenovo Mobile Phones, The experience is mediocre to awful. So take my advise and do NOT buy a Lenovo product",27 Dec 2018,Don't waste your money buying this Garbage,1.0 ,Amazon Customer
Replacement prosidure is very difficult right now. I had to replace my defective item. But it is very difficult and my replacement date is ending on 3rd may. Now what can i do to get a new item replacing the defective item. I was a permanent customer for Amazon. But they are loosing the trust. Very sad.,01 May 2018,Very sad.,1.0 ,Jayashankar M
Gorilla 3 just a name only. Brought this phone on March 2018 and screen didn't last 4 months also got cracked after falling from few meters. Can anyone please give me the link for original genuine Screen Replacement LCD Folder with the same curve and display brightness.,29 Jul 2018,Gorilla Glass 3 Just a Name.,1.0 ,Amazon Customer
"Product is not good, voice is not clear, while talking in a line by the screen touch it is operating (auto dilling, auto entering in to the applications, call is holding,) camera also not that clarity as it should be, getting very difficulty while connecting wi-fi. Etc......",19 Nov 2017,"Not good, many truble.",2.0 ,SanjayKumar G
"I do not like this phone at all after one month of using this phone it started Display Flickering, Heating, Auto-switch off, hanging problems etc. even the lenovo services center didn't fixed my phone problems. Its just a waste of Rs 8407. I give one start for the phone hang-set just the design.",05 Jun 2019,Not good,1.0 ,Rebecca
Ok mobile phone. Doesn't hang and heat up when one uses for long periods. Buts its camera is absolutely not up to mark. Doesn't takes good pics. Its built-in casting app is also not working.,01 Jun 2018,Good phone but with issues,2.0 ,Rajnish
This phone is full paisa wasol phone because in this range i dont see any phone like this. I like it's sound quality and camera and more good features like vr spilt dislpay or dolby atom etc. But i disappointed by its heating problem some time it become very hot if we continuously use it for one hour. But battery life is good. According to me it is a good phone.,31 Jul 2018,Lenovo k8 note,4.0 ,Vikas verma
best phone under 12k and its sound very Awsome....Running Phone Very Smoothly,11 Oct 2017,Four Stars,4.0 ,MdEhsanAnsari
I suggest everyone please dont ever buy lenevo smartphones such a very big loss you have to face if you will buy and I had never ever seen such a worst phone ever in my life,06 Nov 2018,lenevo K8Note is a worst phone,1.0 ,rishi j.
In this price range its really killer but some things like front camera and Ui were better even in the k4 note ... Pros- * fast processor * turbo charging * lots of ram I.e. 4gb * good sound quality *big battery * metal unibody Cons- * no super battery saver mode * bad UI * front camera quality is not as expected,07 Feb 2018,Really killer at this price range,4.0 ,Om Prakash Gupta
"The main thing about this phone is that , this phone is surely good but not so good. It's smooth , fast. But the portrait mode of this phone is not good. But the normal camera is quite good. Gaming experience is average. & Last but not the least it's heating issues are not too much just like most other good phones.",24 May 2018,It's good but not so good,4.0 ,Rwitwik Bhadury
Until I haven't faced any problem. One star less for the first time from when I bought the battery went down drastically within 2-3 minutes from 19- switched off. But I haven't faced same problem again I thought it was due to lack of charging cycle's in substantial time frame. Overall mobile is really good. I'm loving it.😉,09 Feb 2018,Class,4.0 ,Umesh Patil
"Cost worthy. Good battery backup. Camera quality good during day time and poor at night. Major disadvantage is notification LED is not glowing for 3rd party applications such as Whatsapp, Messanger, Hike... Since its the known issue till the product release, there is no fix found for this, that is the only saddest part about this product.",28 Mar 2018,LED notification not working,3.0 ,Poovarasan
Only one pronlem i was facing was the Dolby Atmos sound not working and the software for that was so poor...but after the update it was fine....also if u r buying this phone to play with depth effects dont buy it but the camera performance is quite gud,16 Nov 2017,Overall nice package,3.0 ,M.G
This lenovo K8 note issues​ are given below ? 1. 4G Volte & 4G LTE network​ not supporting 2. if u want to set phone ring tone (music). then u have to down load ES FILE EXPLORE.,12 Oct 2017,This Phone is not supporting 4G Volte and 4G LTE Network,4.0 ,DILLIP KUMAR
battery back up is very poor.. not even one day will stand in regular usage with out switch on data.. and turbo charging will more then 2 hours to charge... and other performance is good... and very draw back for the phone is battery,04 Oct 2017,battery back up is very poor.. not even one day will stand in ...,1.0 ,Krishna Chaitanya
I am writing this review after using of one month.phone is of good quality.bty back up is well.camera quality is also well.screen with gorilla glass is also well.I suggest to buy this product because in this range of cost is good phone.I bought it at deewali offer in cost 11999.,25 Nov 2017,phone is of good quality. bty back up is well,4.0 ,pintu pandey
"This Beast will take us to the next generation/world/planet.... A hot cake phone with amazing camera, battery, sound and what not... i am just loving it...This Phone aka beast is breathtaking.. Thank You Lenovo...!!",09 Sep 2017,"A hot cake phone with amazing camera, battery",5.0 ,Raviteja
Awesome phone with cool performance. Money's worth mobile phone. Pros Picture quality Dolby Atmos Battery Processor Music key Stock Android Fast charge Cons: Dual camera No custom UI Heating issue while in charge,30 Aug 2017,Real killer,4.0 ,Rajkumar
Product is good but not so much features in phone. its better to purchase MI note 4 instead of this phone. only two extra features in this phone front camera with flash and extra memory card slot. As per my opinion feature wise Red mi note far better than this phone.,04 Oct 2017,Not so much satisfied with Phone. its just ok ok phone,3.0 ,Amazon Customer
"Picture quality is not impressive. Heating problem. Headphones missing, that's why rs 1000 less charged so a cheap marketing gimmick by Lenovo. Otherwise good phone with advanced features but K6 Power is superior to this.",22 Oct 2017,Otherwise good phone with advanced features but K6 Power is superior ...,3.0 ,verified customer
"Lenovo k8 is good mobile , except front camera remaining is good . only front camera is not up to the mark it's performance less than 8mp. In starting condition mobile is heating when camera is on bit after some more days the problem is vanished.gameing also good no lagging no frame drops .back 5mp bocke effect not up mark still good at f1.8 . battery life is good .",06 Sep 2017,"Lenovo k8 is good mobile, except front camera remaining is good",5.0 ,Santhosh
Working well best budget smart phone bought yesterday only . Weights are equally spread .. 180 gm s not so much using back cover will round of value 200 gms using media tek processor it bharathi deca core battery will stand by in internet more than 48hrs for me மிகவும் ஆடம்பரம் இல்லாத பலம் பொருந்திய திரண்பேசி_smart phone.,22 May 2018,Not working after 2 months the phone is getting automatically shut diwn,1.0 ,Amazon Customer
"Yes I had great expectations while buying this post review. But turned out to be a thumbs down While Lenova K8 note comes with amazing configuration, it could not stand out to my previously used MI note 3 which I bought for 9k 2 years back. Battery backup,camera features, sound quality, music and video apps , swiftness , call quality were all below average.",02 Mar 2018,Thumbs down,2.0 ,Amazon Customer
"Phone was not as attractive n featured as shown in its launch, not even received cash back till now.",05 Oct 2017,Not much immpressive,3.0 ,Saurabh S.
charging speed is better than note4 *camera is its usp *i don't know why people r giving it 3.5 stars *No heating issue at all... *Turbo charger.... *Killer looking.. *I like this phone very much.... and also thank you Amazon....,02 Oct 2017,charging speed is better than note4 *camera is its usp *i don't know ...,5.0 ,ashish behera
Truly I don't find any cons in this phone. 64gb helps a lot in installing apps which will stay in phone memory. Good ram that I can see the apps still stand even if I open it on the next day. Camera is amazing. Depth mode is good. Selfie is bad. The picture quality is not good. Very bad when front flash is on. Battery backup is very good. Turbo charging working very well.,31 Oct 2017,True review,5.0 ,Gansaran
"It's been almost more than 2 weeks that I am using this phone and have not faced a single issue. It's worth every penny. Sturdy built, good hold, awesome touch, loud speaker, super battery backup, good rear and front cameras and top it all Stock Android. Go for it.",07 Sep 2017,It's worth buying,5.0 ,Saiyed Salman
"As it runs on stock android, it functions smoothly. And powerful 4000 mah battery never fails to deliver power in normal usage. Only drawback - no software update after 8.0.0",12 Aug 2019,Best deal & nice MT chip performance.,5.0 ,Sacchidanand P.
This is a nice product in reasonable price. Lenovo ones again keep their quality of products. The sound quality is Magical with Dolby Atmos. Both cameras dual back & front with flas stand out very nice in their capturing quality. And over all the products is very good looking. And I am satisfied by using this product.,31 Aug 2018,This is a nice product in reasonable price.,4.0 ,Abhik De.
Nice mobile I loved it... I am disappointed with the packing of the phone it came like rapped in a carbage Bag...😫 os occupies 16 GB of mobile space ...☹️Nice camera some effects are missing black and white bokeh effect is not available ... 😒Battery is good...😊Overall nice mobile at it cost ...👍,25 Apr 2018,Nice mobile good camera and battery,4.0 ,Sivamurugan
"Phone is really good, just heavy 180gm but okay Working smooth. Camera is 4 out of 5 Bettry 4 out of 5(not good as 4000mah ,) Performance really good... But sometime heating issue",02 Nov 2017,Just Go for it,4.0 ,Vikram Singh
It is not a very good product camera are very poor ... Os is not good... Battery draining very quickly... Like a odinary phone.. It was fully unexpected product from Lenovo..,02 Sep 2017,Don't buy it..,2.0 ,Aditya prasad kar
"By looks and usage its a better deal, but while considering day to day apps we needed, this mobile lacks much... We cant always download apps frm playstore and get to see the ads for which we using. Have to work on depth mode differentiating the layrs and capturing by distance...it lags, blurs everywhere. Dolby is jus a app, no audio improvemnts, i find Lenovo K4 note better than this K8 note",27 Oct 2017,"Not bad, not gud.",4.0 ,Srijith AN
Awesome product. a) good battery backup b) optimised performance along with 4 GB ram and octacore processor c) Dolby Atmos speaker d) overall a worthy phone e) awesome camera Highly recommended to all who are comparing with xi red mi note 5 pro,15 Feb 2018,Awesome product. a) good battery backup b) optimised performance ...,3.0 ,Amarbir S.
Amazing mobile in its segment. 1. Battery Back up great 2. Camera osum. Selfie camera very good. 3. No heating issue. 4. Sound great. Five star rating from my side.,14 Feb 2018,Buy it without any doubt,5.0 ,Atul Yadav Agra
"I am using this phone from last 8 months, happy with this phone. Installed so many apps no hassle. if you use too long it will heat up. else everything is fine.",03 Jan 2019,"Camera Quality is good, fast charging and no lag.",4.0 ,ibrahim
"good phone at this price segment, though it lags for heavy gaming sessions, but apart from gaming and all regarding only about the performance this was good at this price, got it for 12k, camera also seems pretty decent",23 Dec 2017,good phone at this price segment,5.0 ,Ram Kurapati
Worst ever phone I've used it and Amazon will never help for any issue with this phone. Don't buy this phone. Cheap quality phone. I wasted my 15k on this device.,06 Dec 2017,Worst ever phone I've used it and Amazon will never ...,1.0 ,Kuchan Rajender
This is actually too soon to give an detailed review... so in a sentence..a budget phone which is good in the price range.. lags in speeds..reasonable camera...but ticks all the boxes,23 Aug 2017,Not a hero... not a bad side kick too,2.0 ,Amazon Customer
i got this phone today fast shipping ..... i m not totally satisfied because my elder brother have k8 plus which is 8 mp in front and in k8 note its 13 mp but still k8 plus is better then note ... and same thing with sound its louder in k8 plus .... and rest evrything i m very much satisfied 3 star only for these 2 negative points ..... thank you,07 Mar 2018,i m not totally satisfied because my elder brother have k8 plus which is ...,3.0 ,prince
"After buying this product I decided that I never prefer to buy lenovo products in future. I am using my mobile very safely, securely but now it is in service centre.",13 Oct 2017,Four Stars,1.0 ,Garimella Radha Manohar
"Best phone by Lenovo ,the Dual camera with Depth mode really capture Images like Dslr one ,and its design is perfect ,turbocharging in this lenovo phone is great feature,and i am fan of lenovo Note Series.🤘",05 Sep 2017,Killer Note with Killer specifications,5.0 ,Abhishek Denge
