review_text,review_posted_date,review_header,review_rating,review_author
Want iphonex at 69999 Please please do the needful Wanna buy this at 69999 I p h o n e x,14 Dec 2018,Price to be decreased,5.0 ,richa sinha
Good experience,18 Mar 2018,Five Stars,5.0 ,Asit
useless waste of money I prefer Don't buy this The camera is worst and the battery backup ends so early,29 Sep 2018,Useless,1.0 ,Pooja
Battery drains fast..The price is only for the brand name Apple..mobile is not worth for the money..,18 Oct 2018,iPhone X 64gb,3.0 ,Madhanagopal
The phone is a rockstar. No wonder it's the best seller ever for apple. The build quality is amazing.,20 Jun 2019,"The best there is, the best there was and the best there ever will be",5.0 ,James Fletcher
stopped working in 10 days after I got delivery .,26 May 2018,stopped working in 10 days after I got delivery.,1.0 ,Subhaas
Superb,10 Oct 2018,Outstandingly,5.0 ,sakthi v
it's been almost 3 months that I am using this phone and I am absolutely loving it. Totally worth it. Amazing 1 day delivery with Amazon Prime,14 Dec 2018,Great phone!,5.0 ,Saikat
Its Iphone as we know it. Its the best. The phone you use describes your personality as some people say it.,25 Mar 2018,Its the best. The phone you use describes your personality as ...,5.0 ,MINI K S
Good.,23 Jul 2018,Five Stars,5.0 ,shrikanth
It is a cool phone. Loved the phone very much good specs. Apple is d best company in fooling Indians.,29 Jun 2018,Good phone,5.0 ,Amazon Customer
Its awesome product thanku apple,06 Sep 2018,I love iphone,5.0 ,B ERRAMILLI
iPhone X is one good phone. Picture and Video Quality is damn good . I like it a lot .,24 Feb 2019,Best price in Amazon,5.0 ,Brightson Paul
iPhone x specifications is great. Camera and application of this mobile is fantastic.,23 Feb 2018,Good mobile,5.0 ,Avinash Sinha
I love iphone x,13 Mar 2018,Five Stars,5.0 ,SURYA DEEP SHARMA
"The iPhone X was a huge gamble from Apple, but one that really paid off. Losing the home button and altering the design was a dangerous move, but one that was sorely needed after years of similarity and the premium design, extra power, all-screen front mix together to create - by far - the best iPhone Apple's ever made. It's impossible to give a perfect score to something that costs this much - but this is the closest to smartphone perfection Apple has ever got. Losing known, reliable elements like the Touch ID fingerprint scanner, the home button; introducing new methods of navigating and unlocking the phone – and charging a lot more for the privilege – seems risky for a company that was already treading new ground by doing away with the traditional headphone jack last year. But the iPhone X is the handset we’ve been demanding from Apple for years – a world away from the increasingly-tired designs that those who just want a new iPhone have had to make do with. So… is the iPhone X worth having? Will it change the direction of an industry where many of the specs Apple has put in – wireless charging, bezel-less displays and face recognition – are already on the market?",01 May 2018,Does it Worth Your money?,4.0 ,Hari Parkash
best phone ever....camera is just mind blowing....picture clarity is great....sound system is also great,28 Mar 2018,5 stars to a fabulous phone,5.0 ,Neelu Bhatia
"Awesome phone, but need to improve battery backup....",08 Jan 2018,Four Stars,4.0 ,Bulbul
"The bill copy was not appropriate, I need a full page bill copy",10 May 2019,Bill copy,5.0 ,Swapnil Ramteke
Super fast delivery and genuine product,13 Jan 2018,Five Stars,5.0 ,arindam chatterjee
Worth buying,15 Apr 2018,Five Stars,5.0 ,Kiran Palany
I am not able to turn the iPhone ON. Not able to return the item.,13 Mar 2018,One Star,1.0 ,Amazon Customer
I have done a lot many reviews and would like to review your product as well.,22 Jul 2018,Review for ur product,4.0 ,9711009801
Incredible phone with incredible features...,02 Jul 2019,Amazon and iPhone both are the best,5.0 ,Vishav Partap Rana
Excellent,15 Mar 2018,Five Stars,5.0 ,Jagadesh
Beast,11 Feb 2018,Beast mode,5.0 ,Arkodeb Ganguly
Excellent phone,20 Mar 2018,Five Stars,5.0 ,I Santhi
"Bought this phone in november. What i love about the phone- 1)Its screen 2)The phone is fast 3)Cameras (both front and rear) are great 4)Battery life is pretty good The only downside is the charging speed. The phone charges slow with the standard charging cable that comes out of the box. I personally feel, apple should have atleast given a fast charger with such an expensive device.",15 Mar 2018,Great phone,4.0 ,aatish28
I have used this phone last 3 month,13 May 2018,Five Stars,5.0 ,Harshal chauhan
Awesome display and have beyond the imagination camara quality,10 Aug 2018,Best,5.0 ,Monil Patel
Price isn't justified manufacturing cost is very much less.,21 Jun 2018,Price along with margins,3.0 ,kunal kowli
Apple’s best product ever. I have bought it myself and have made 10 of my friend’s to buy it. It has the best design and a sleek phone with a bigger AMOLED screen and the quality is too good. Amazon delivered it within a day. Awesome service and without any hassles. Great product and great medium.,17 Jun 2018,Awesome Product. Great Delivery medium.,5.0 ,Ashish
Camera 10/10 Battery 8/10 All over 10/10,05 Jun 2019,Shandar,5.0 ,Manish Pandey
Fast delivery by amazon and as always apple is the best no one can defend apple,11 Jan 2018,... delivery by amazon and as always apple is the best no one can defend apple,5.0 ,Amazon Customer
Awesome!!!!,03 Feb 2018,Five Stars,5.0 ,swapnil johari
Nice one!!!,07 Feb 2018,Five Stars,5.0 ,Nallakumar KC
Very much expensive as compared to its performance.,23 Jun 2018,Three Stars,3.0 ,Santosh
Just received it today. Got delivered a day earlier. So thank you amazon. Face ID works fine. Camera is great. Compact and fits in your one hand. Still need to explore more but great device.,02 May 2018,Face ID works fine. Camera is great,5.0 ,S Ramakrishnan
VERY MUCH SATISFIED WITH THE PRODUCT BCOZ ITS APPLE,17 Jul 2019,APPLE IS THE BEST PRODUCT,5.0 ,JAYESH SOLANKI
siraaaa,04 Jun 2018,Five Stars,5.0 ,Amazon Customer
Loved it,21 Jul 2018,Five Stars,5.0 ,Balu Naidu
Very Nice working iPhone have an emojik system that the best,09 Apr 2018,Five Stars,5.0 ,Amazon Customer
"My friend bought this, totally waste of money.",14 Jun 2019,Waste of money,1.0 ,San
"This is the phone you should buy if you can afford it. Your money will not go waste. Amazing camera, amazing processor, face ID is top notch and there is no comparison for this phone. Loving it.",29 Jan 2018,Your money will not go waste. Amazing camera,5.0 ,Sohini
Price high,14 Oct 2018,Don't purchase,5.0 ,Jagadish jena
Much has already been said about the phone but in my opinion it may sound a little expensive but when you get to use the phone you'll start to admire the attention to details which has been put in during designing and manufaturing of the phone. There is no other phone in the market which can match it's build quality. Ios has it's own disadvantages but when compared to android apple atleast provide full software support to its customers for 4 to 5 years unlike android where only 1.1% of the phones have oreo at this time. Such a shame.,01 Apr 2018,The best from Apple!,5.0 ,Zia Rahman
I am iPhone user from last 6 years. I have had iphonex since last 2 weeks. But over the call I have made. I have had everyone says my voice is very faint or they doesn’t hear me at all. Is this software problem? I had discussion with online customer service representative and also at apple authorised service center and they did some diagnostic but it doesn’t worked. Less than a week owning it is pretty disappointing after spending this huge amount. I tried with and without case too. Need help from apple support or Amazon.,01 May 2018,People can’t hear me on calls from iphonex,1.0 ,Vilas
Very good product,21 May 2019,FIVE STAR,5.0 ,Tech Guru
A great product,22 Jul 2019,I Phone X,5.0 ,Bhavna Jalonha
One of the best phone available in the market,29 Dec 2017,Superb,5.0 ,Abhishek Sharma
Great product with great deal on Amazon.,11 Dec 2018,Superb product!,5.0 ,Sachin Bansal
The phone is completely awsome !!,19 Jun 2019,I am loving it,5.0 ,Amazon Customer
I brought this phone from Amazon only because amazon sells guranteed products . I paid the same price for my iPhone 10 as I would have paid in any apple store in India. I now realise that the phone sold by amazon through its trading partner is a jail breaked iPhone 10. This is the last thing I had expected for a product of such high value from Amazon India .,02 Apr 2018,My iPhone 10 brought in Mid December 2017,1.0 ,Uday
"Bl bla blh,i phone guys!",09 Jun 2019,Orange,1.0 ,Amazon Customer
GST credit not available Wy????,28 May 2019,GST credit not available Why????,1.0 ,Odedra Bharat
Phone recieved in good quality but speaker is not working gud..voice is cracking in speaker mode...not happy,25 Mar 2018,Two Stars,2.0 ,Mithilesh Singh Bisht
Amazing Phone,11 Dec 2017,Four Stars,4.0 ,Amazon Customer
Incoming call not displaying immediately. Touch problem while receiving incoming call.,05 Feb 2018,Defective product,1.0 ,dinesh
Not like this mobile,27 Aug 2018,Don't want this mobile,4.0 ,Sathya
It is a very good prdect and very well Pack,15 Apr 2018,cool prdect,5.0 ,Hari Prasad
Osmmm phone best phone good looking,11 Aug 2018,Four Stars,4.0 ,Neeraj meena
"iPhone X has very good battery, efficient to manuar and very good looking phone, i’m Totally satisfied.",19 Apr 2018,"iPhone X has very good battery, efficient to manuar and very good looking ...",5.0 ,Tsewang
Better than 8+,15 Jul 2018,Five Stars,5.0 ,VEDANT A.
Nice,29 Jun 2019,good,5.0 ,aditya
"Hi This is a very good product under Rs82,999 and comes with 1 YEAR WARRANTY It is the best iphone I have ever seen . it has so much new features and look is amazing. It quality and condition is good. I really loved it. Below are some features and brief description about it. BRIEF DESCRIPTION:- Design and Display How do you create a deeply intelligent device whose enclosure and display are a single, uninterrupted element? That’s the goal we first set for ourselves with the original iPhone. With iPhone X, we’ve achieved it. With iPhone X, the device is the display. An all‑new 5.8‑inch Super Retina screen fills the hand and dazzles the eyes. The display employs new techniques and technology to precisely follow the curves of the design, all the way to the elegantly rounded corners. Front and Back Glass The front and back are all glass - the most durable we’ve ever made, with a strengthening layer that’s 50% deeper. A seven-layer ink process allows for precise hues and opacity, and a reflective optical layer enhances the colors. And an oleophobic coating lets you easily wipe off smudges and fingerprints. Wireless Charging for a Wireless World We’ve always intended iPhone to be a truly wireless device, free from charging cables and headphone cords. With a glass back and an embedded wireless charging system, iPhone X is designed for a wireless future. Water and Dust Resistance iPhone X is precision-engineered at the microscopic level to protect against water, splashes, and dust. OLED Designed for iPhone X The first OLED screen that rises to the standards of iPhone, with accurate, stunning colors, true blacks, high brightness, and a 1,000,000 to 1 contrast ratio Improved Cameras A larger and faster 12MP sensor. A new color filter. Deeper pixels. And a new telephoto camera with OIS. The wide-angle and telephoto cameras on iPhone X enable optical zoom, as well as digital zoom of up to 10x for photos and 6x for videos. Face ID Face ID is enabled by the TrueDepth camera and is simple to set up. It projects and analyzes more than 30,000 invisible dots to create a precise depth map of your face. So Much Technology. In So Little Space The TrueDepth camera system allows you to take amazing photos and enables Face ID. It’s housed in a tiny space at the top of the display, yet within this miniaturized module are some of the most advanced technologies we’ve ever developed. FEATURES:- 1) 14.73 centimeters (5.8-inch) capacitive touchscreen with 2436 x 1125 pixels resolution 2) iOS v11.1.1 operating system with 1.3GHz Apple A11 Bionic hexa core processor, 3GB RAM, 64GB internal memory and single SIM 3) 2716mAH lithium-ion battery 4) 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase SO IF THIS REVIEW HELPED PLEASE VOTE IT HELPFUL.",12 Feb 2018,BEST iPHONE EVER IS iPHONE X,5.0 ,Aashutosh Singh
Epic phone but very expensive,30 Apr 2018,Epic phone but to expensuve,4.0 ,Saasha
Hello this is iPhone x,10 Jun 2018,Iphone,5.0 ,Khan_Yaseen
The iphone X has come up with some spectacular features and till now is one of the best out all iPhone series. Moreover it's very handy also to carry. But one point has to be mentioned here that battery backup should have been little bit better so far apple is concerned. Outstanding service from the Vendor as the phone received within 24 hours.,22 Dec 2017,Awesome iPhone X,5.0 ,SUJOY KUMAR DAS
Simply the best iphone ever,09 Jul 2019,Beast,5.0 ,Amazon Customer
Does all the multitasking,13 Feb 2018,Five Stars,5.0 ,dev
Excellent,05 Aug 2018,Super,5.0 ,umapathi
Good,17 Mar 2018,Good,5.0 ,Kishorsinh chudasama
Got iphone x on unexpected price at Amazon festive sale. Product is genuine and good Thank you Amazon for this great deal,16 Oct 2018,Great deal on Amazon,5.0 ,MM Rizvi
love it,21 Jul 2019,sexy,5.0 ,Sarvesh T.
To munch expensive,29 Jun 2018,God,5.0 ,Amazon Customer
Apple is the best company in this world,08 Mar 2018,Five Stars,5.0 ,Hunny
Very good version,13 Feb 2018,Good,4.0 ,Samarjit
The bestest iPhone ever. You will be in love with this phone & don't feel like to keep it aside. Smooth performance as always by Apple product and eye catching style and looks. Totally worth the money spent..,21 Dec 2017,The best ever iPhone,5.0 ,Prasad
Please testing for a iPhone x,09 Apr 2018,Five Stars,5.0 ,Meet
My dream phone I love it,05 Mar 2018,Dream,5.0 ,Technical Kunal
as always apple is the best,20 Mar 2018,Five Stars,5.0 ,Amazon Customer
This phone is blazing fast and is extremely gorgeous. The edge to edge display is outstanding. The Face ID works for me every time. This phone is a worthy purchase for sure.,30 Jan 2018,The fastest phone in the history of smartphones..!!!,5.0 ,Aarunee Krishna
Good product,26 Feb 2018,Five Stars,5.0 ,abishek
"This is by far the worst apple product I’ve ever used. You would expect your phone to be helpful in times of distress like an urgent call or message , but this IPhone X will be not unlock or just free maybe right @ that time. Face ID is the worst part about this phone! At night to unlock your phone, you have to get up and show your face with both eyes open for this thing to open. When complained to Apple to take their product back they say either live with it or let’s do diagnostic tests which didn’t help either way. This phone freezes every second day, I’ve never had to restart my phone so many times. I regret buying this phone",26 Feb 2018,Do not waste your money,1.0 ,Amazon Customer
Love word is enough for it,03 Mar 2018,Best phone,5.0 ,SHUBHAM
"Since the day iPhone came out in 2007, I have used every other model starting from Original iphone, 3GS, 4, 5, 6, SE, and now the iPhone X, after the iPhone 6 (2016), i thought why not try out android, which i did in the most prestigious samsung Galaxy S7 which was a good change, but didn't quite liked it much, then came the much talked about one plus 3t, which was almost good (Better design all metal and probably sleeker) in comparison to the Samsung Flagship at the time (I am using MBP, iMac, Airport Extreme wireless connections to android are not seamless, neither do i have option of imessage, or taking up my phone calls on my laptop which is a big advantage of owning an IOS and a MAC OS device). I DID NOT HAD A NICE EXPERIENCE with android, so planned to move back to IOS, and at the time was skeptical on getting the iPhone 7 Plus, cause of the size, cause i like smaller phones, and knew how inconvenience it is to carry after OP3t so went for iPhone SE, which i still prefer to use over my iPhone X, it's just handy. Reachability i give you that, is a hindrance, but everyone is making phones bigger. Let phones be phones, you want bigger screen go buy ipads or other tablets, they offer excellent connectivity for sharing files. I know the whole point is to carry less on hand but, carrying something that barely fits your hand is also not convenient. My Experience with iPhone X, it's great, though it pinches to have spent this amount on a phone, but it just gets the job done, don't have to rely on unknown sources of softwares to connect to various things. People who have Apple products can understand this better.",02 Jan 2018,"iPhone X, You buy it, you'll love it. with T&C",5.0 ,Enkie
It is a good product but it is not as much greater than even Samsung Galaxy S8 & S9 Camera quality is not greater like S8 & S9 series Face I'd is a better security Sounds not as good as S9 but better than S8 Hard to handle because we have to slide it. A person who uses another series of iPhone which is very hard for them to handle..,06 Jul 2018,Which is better S9 or iPhone X,4.0 ,Niranjan
Order fr me to,13 Sep 2018,Order,5.0 ,Amazon Customer
Like,03 Jun 2019,Superb,5.0 ,Varun gowda R
Best phone used ever,29 Mar 2018,Five Stars,5.0 ,Amazon Customer
Nyc mobile,09 Oct 2018,Good,5.0 ,Shivam
,29 Jun 2018,Five Stars,5.0 ,Santosh Kumar
"It's a beautiful and amazingly fast phone with class leading camera and breathtaking screen, fully loaded with cutting edge tech e.g. AR, IR enabled face lock (which is quick and secure). And don't forget the back up of best app store .. It will remain updated as well with latest of software for times to come, unlike Samsung, LG and Chinese brands... My only gripe is that due the use of glass it's built which is solid otherwise, is brittle. It's a shame to keep such a beautiful phone under cover... Further I prefer Google Assistant over Siri.. My personal experience with Apple service in the past has been a delight opposite to the folklores..",23 Apr 2018,Best of what Apple has to offer today!!,5.0 ,Sandeep
The phone x was the worst phone I ever received . Man it emoji feature is already available in iPhone 4 's app store . This phone was beated by one plus five t . But as their advertisement says if u don't have an iPhone u don't have an iPhone,26 Mar 2018,Suvker,3.0 ,Mridula satish gupta
Honestly I Got My iPhone From iCentre Because Of The The Numerous Amount Of Negative Reviews There On Amazon Many People Are Worried About The Notch Getting in The Way If Your Content But After 3 Days Of Usage I Totally Got Used To The Screen Of The Phone. The Camera Is Top Notch (See What I Did There)Only The 25 K Dollar Red Camera's Have Performance To Compare With The Iphone Tens 4K 60FPS Video. The Potrait Mode Is Excellent. The New UI Is Very Easy To Get To Make A Second Hand Gesture . Face Id Is Super Secure. And Finnaly This Is The First Major Re Design Of The Iphone 6 Like Body. So Totallly Go For It !!,04 May 2018,Finally A Worthy upgrade?,5.0 ,Priyadarshan
Awesome product,20 Dec 2017,Five Stars,5.0 ,Rakesh Patel
nyc phone,25 Mar 2018,awsm,5.0 ,Amazon Customer
Amazing,01 Apr 2018,Five Stars,5.0 ,neelesh t.
"What you see above is my Iphone X, previously i have used many other Iphones including SE, 6 and all, but this one ""oh my god "" this one is giving me so much headache it started before 2 months when my Iphone freezed for a period of 15 minutes and i was not even able to restart the device and after some times it resumed the activity. Before a few days the 3D touch was not functioning well and after talking with the adviser from apple i restarted the network settings and the 3D touch problem was solved but at night the problem resumed. Today one side of the phone suddenly changed its color by about 11 am and the whole screen is glitching on its own. I had so much of faith in you Iphone X, as i was a fan boy i didn't mind about the freezing because glitches are usual and now one of the costliest phone is malfunctioning by a lot i don't know what to say - Speechless",22 Aug 2018,Please be carefull,1.0 ,Vishnu
I LOVE IT,01 Jan 2018,LOVE IT,5.0 ,Sandeep Ahlawat
"I have recently ordered iPhone for my cousin and you can find below my review on the product based on a weeks usage. I will update this again after a month of use. Personally i have been a iPhone user for a long time now and yes i use Android phones also, because i am an app developer. iPhone X Pros - Size and design, iPhone X is an unbelievably designed device, that feels so sleek and handy. It is slightly larger than iPhone 8 but smaller than iPhone 8 S. I have attached images taken from Apple store for comparison. - Camera - It has the best ever camera on an iPhone. I said on iPhone, because there are devices like Pixel 2, Mi 8 , Huawei P20 Pro that comes with half the price of iPhone x and better camera. - Shooting videos - I have always noticed that iPhone offers an edge in video quality over other phones of similar specs - Waterproof - iPhone X is rated IP67. A lot of people lose their phones due to water damage. Sometimes, an iphone can save you from buying a new phone, which is a kind of cost saving. Especially if you spend a lot of time in pool, outdoor activities this might be a boon. Also you can shoot a lot of underground videos. Cons - Costly, yes iPhone X comes at a very premium price. It's a phone made for high class category only - If you are looking for best camera phone, go for something else. You can get a Pixel 2, Mi8 , or P20 for less than half price. These phones have better Dxomark scores than iPhoneX. Head on to Dxo Mark website and check. Being an iPhone user for a long time, i would also like to list a few cons and pros of using iPhone compared to Android iPhone Pros - If you have a mac, iPhone can work seamlessly with mac. The same apps are available for mac and iPhone which syncs seamlessly. Calendar, TODOs, Notes, Contacts etc helps me a lot. I add a todo from my mac and next moment i have it on my phone too. That works great. - If you are someone who is hooked up to mac always, you can easily attend your calls on mac ig both devices are on same network. I have found this really helpful - Apple makes the best non bud type earphones in my experience. Personally i do not like in ear canal earphones as they can impair hearing. I have found no other good alternatives to Apple earphones in terms of audio clarity. But yes you can get better over the ear or in canal earphones. - Physical button for silent mode - Yes, thats a quick and comfy shortcut to turn your phone silent even without unlocking it/turning screen on. If you are a person who attends a lot of meetings and requires to turn phone silent, this can be quite helpful. You can quickly check the button position and say your phone is silent or not. iPhone Cons - Accessories are costly - If you need to buy an extra cable(maybe for office) or adapter, you need to shell somewhere between 1500 to 2500 bucks. Chinese accessories won't work well and perfect with iPhone - iOS is buggy at times. I have to admit that. Not just that, apple bug fixing is very slow compared to Googles Android - Apple music is slighly costly comapred to Google music - 120 rs per month If you are looking for cheaper alternatives, i would suggest you the Google Pixel 2. Google pixel comes with Unlimited Original quality photo and video storage. On iPhone, for the same thing you have to shell out additional 75INR per month for 50 GB. For higher storage you need to pay more. If you are a person who shoots a lot of videos, Googles Unlimited storage can save you a lot of money. However you can install Google photos and get Unlimited Normal backup for photos and videos on any iOS/Android phone, where Google converts the files to reduce quality. For images, its quite ok, the difference is barely noticeable, but for videos yes , they convert it to One-fourth the size.",09 Jul 2018,"Complete review, Comparison with other devices, Brilliantly designed phone",4.0 ,Ajith Memana
Good,28 Mar 2018,Five Stars,5.0 ,VKSRI
"Just love the X. Feel so Premium and a Head turner too. Face ID working fine but still miss the fingerprint scanner very much. I jump from 5S to X so it’s a huge skip. I’m very very happy with it. Specially battery backup is great after using with 4g cellular network and no heating issue at all, though I’m not a mobile gamer, Oftentimes I play Boom Beach and I watch YouTube videos and I surf a lot. It makes a deep hole in pocket at the Hefty price tag. So it’s all upto your Consideration.",08 May 2018,"Hate the EX, Love the X",5.0 ,Suman
"if you people are liking apple products just like don't try to buy it the more we pay the more they ask to us . just for 64gb its around 90k if you people have so much to waste then you people's can buy and waste your money , i got this phone as a gift after 2 months of usage my phone memory is almost full there is only 100 mb left .",29 Aug 2018,don't buy this phone,1.0 ,srikanth
Love the Phone,26 Apr 2018,Best Phone in the World,5.0 ,NANDKUMAR NAIDU
Good,25 Jul 2018,Best Phone,5.0 ,Arunkumar Jain
i love it,22 Dec 2017,Five Stars,5.0 ,suhail
"This phone speaker is not good... my don't buy this product... Apple iPhone X (Silver, 64GB)",28 Jun 2018,One Star,1.0 ,apple
its good and original product,24 Mar 2018,Five Stars,5.0 ,Surindar
It is a great phone really its good,02 Jun 2018,Best,5.0 ,Aman chaudhary
Like the product,22 May 2018,Five Stars,5.0 ,meenakshi
Go for it !!!,25 Jun 2018,Awesome,5.0 ,Smruti Ranjan Panda
Excellent but expensive,12 Apr 2018,Five Stars,5.0 ,Rahil Dogra
After two months of research I finally made up my mind to buy iPhone X and after using for the last three days I just want to say one thing to everyone you will never regret for your decision for buying and also while upgrade the same device in your future,22 Jan 2018,After two months of research I finally made up my ...,5.0 ,thimmaiahkv
Just amazing mobile. I love it. Thank you apple. I got it just 70000,12 Oct 2018,Fabulous mobile,5.0 ,AMAN KUMAR PANDEY
Few years ago I sold one of my kidney to buy iPhone 6s and then after that I sold the another one to buy the 7 . To buy this I had no kidney left to sell . So I sold my head . And now the face id is not working !!!!!!!,16 May 2018,Face id not working,5.0 ,Debavi
I loved it! The best smartphone on earth. The quality is jaw dropping as I saw the interface I was speechless the display is looking like heaven and the multitasking is the fastest.,19 Jul 2018,Love it!!!😍😍😍😍😍😍,5.0 ,Trilok Sahu
"It’s laggier than an iPhone 7/8. All the Plus resolution phones are laggy, the iPhone X included.",02 Mar 2018,Four Stars,4.0 ,Monstieur
Apple its premium brand and ibuilt quality But yesterday i have purchage i phone x 64gb silver clour this product majour issue with face recognice unlock many time open with other person face and many time not open with regester face this is the majour issue.....,03 Apr 2018,Majour issue with face unlock,2.0 ,harishdamrani
Ok so there is a tip for any iphone users or who has an iphone 10 if you go to gym regularly n you do sweat alot then never keep your phone in the pocket it will make the microphone on the phone weak or make it bad like when you answer the phone call then voice of the receipent would not be audible you need to have sharp human listening skill inorder to understand what the other person is saying because the the sweat from the pocket reaches to the phone n screws with the microphone so NEVER PUT YOUR PHONE IN YOUR POCKET DURING GYM THE WHOLE TIME,03 May 2018,... the microphone on the phone weak or make it bad like when you answer the phone call then voice ...,4.0 ,Vishal
Slippery & quality back covers are not available. The way camera has been placed at backside is prone to scratches. Seems Apple deliberately have designed so that customer is forced to go service Center for repair or handset replacement. Product is over priced in terms of Battery life. Poor battery lofe,19 Aug 2018,"Premium Handset Average Performance. Not suitable for Extensive use. Battery drains by 6.00pm,",2.0 ,rakesh kumar padhi
"Not worth money. Pros - Full display Cons( let's compare with almost half priced pixel 2) - Super expensive iPhone - 85000 where Pixel 2 - 40000 - No Fast charging , takes more than 2 odd hours to full charge- Pixel 2 charges superfast, mostly in 45 mins to full charge - Face id is slow compared to fingerprint sensor - Camera - Pixel 2 single camera results are much much better than iPhone x dual camera",01 Feb 2018,Go for Pixel 2,3.0 ,Vaibhav P.
Don't know the exact reason why it discontinued. But the phone is great.,13 Mar 2018,X is x.,5.0 ,Milan Jasvantsinh Zankar
Phone is working totally fine camera is also good. But it does not justify the price tag previous iPhone were a lot better than this one,11 Apr 2018,Phone is working totally fine camera is also good,3.0 ,Harsh khare
Not worth the cost,14 Feb 2018,One Star,1.0 ,atul
Awesome buy from Amazon. Best iphone from apple. Happy user uptill now...Highly recommended for Apple Lovers👍,12 Oct 2018,Best Buy from Amazon,5.0 ,Binny Dassi
Best phone I have ever bought...that's a no-brainer actually. A bit expensive though even being the best phone out there the value proposition says buy if you can afford it.,02 Aug 2018,Best phone I have ever bought,5.0 ,Amazon Customer
Awesome product by Apple..,03 Sep 2018,Thank you Amazon,5.0 ,Dushyant Bhardwaj
High profile people buy vertu and stupid people buy expensive iphone .,04 Jul 2018,Very good phone,5.0 ,Tarun Makker
This is the best of apple till now.,13 Dec 2017,iPhone X ❤️,5.0 ,Akriti jaiswal
BEST PHONE EVER.,06 Dec 2017,Five Stars,5.0 ,YASH VERMA
best product 😍 thanks amazon for such an amazing product and thanks dad too camera is just awesome and other features too 😍,10 Jul 2018,love 😍,5.0 ,Chirag Agarwal
To hot n sexy phone I love apple,18 Mar 2018,Five Stars,5.0 ,Usman K.
"It’s a little heavy but the pros outweigh the cons by a distance. Durability, water resistance, readability and less stress in eyes due to True Tone, amazing screen space and touch feel, no buttons all gestures and the login by looking into the device is just amazing. There’s a lot more to say but as of now the price i will say is worth the moolah and I’m more than impressed.",04 Jun 2018,Ease of use and seamless working,5.0 ,Amazon Customer
the worst product ever and the product has worked for just fifteen days properly and is having charging issues and has no charging issues. the worst product ever and do not buy it. the cost is much higher and ask for the wife of the seller who has sold this product for the cost of 79999/-,02 May 2018,the worst product ever and the product has worked for just ...,1.0 ,Irfan
worst product,29 May 2018,One Star,1.0 ,Praveen
Like,07 Oct 2018,Nice,4.0 ,Pallab Barman
"iPhone X stunning performance, looking handy and gorgeous design",06 Dec 2017,Genuine product by Apple,5.0 ,Balasubramanian
"Apple iPhone X I haven't buy it, even i cannot afford it. But it is always my dream phone. I saw it at my friend's hand and i fall in love with it on first sight. The name Iphone is enough, as it is the most prestigious brand all over the world. But it's expensive for me. Definitely I'll buy it when i get a job after my graduation with few months of savings :) one day it'll be mine too. The best phone in the world. Then i do not need to stare it on someone's hands. :) #apple & iphone Review : it is the best. Reviewer : Som shrivastava from Jabalpur, madhya pradesh.",15 Apr 2018,I saw it at my friend's hand and i fall in love with it on first sight,5.0 ,Som shrivastava
"I had previously purchased two iPhone X's from Flipkart and Croma, and so I was sure, they would send me new packages, but with Amazon I was skeptical. I am very thankful that I received a good and new product. I was very skeptical about purchasing from Amazon, as the reviews were mostly negative. But I got a brand new phone, which works perfectly without any issues. The camera is good, depth sensing is good. The images, are not over saturated and look very natural to the eyes. The colors are also very good. The FaceID works perfectly. All the passwords are stored on the iPhone and it just needs to recognize your face, and it will enter all the passwords directly into the field. Apple has thought and made the system to give the user a very nice experience. Very happy with my purchase. If you can, give the iPhone a try and you will love it.",21 Jul 2018,Great Phone.,5.0 ,Ankit Suryawanshi
Well. If you don’t have an iPhone. You don’t have an iPhone. Lol. Yeah it’s overpriced. Yes people will still buy it. Apple is just great. CAUTION: This might be a biased review. 😂,31 Jul 2018,Apple 🍎,5.0 ,ayush
I love my dad because my dad was say to buy this phone... 😍😍😇😇😇 my first iPhone.,14 Jul 2018,Oo yes,5.0 ,Shailendra Vishwakarma
Good mobile for young generation,04 Apr 2018,Five Stars,5.0 ,anurudh k.
I would rather buy 3 oneplus phone than buying this outdated design.,05 Sep 2018,Not worth this cost,2.0 ,Ravindra singh rathore
Even a Chinese phone has a 4000mah battery for 20k ... The I phone is just overrated . Don't buy the I phone but the pocof1 phone instead,24 Sep 2018,The new mi poco F1 has a better batter life for just 21k .,1.0 ,Music.in
I really wanted to get a sample of iPhonex to make a review on my channel,22 Feb 2018,Five Stars,5.0 ,Amazon Customer
Really it's a very good product Fast delivered by amazon,10 Apr 2018,Five Stars,5.0 ,Sarika W.
Switched from android to iphone for 1st time and so far having good experience. Missing some of the handy features and settings from android but iphone has its own way of setting things up.,27 Feb 2018,Awesome phone .,4.0 ,Amazon Customer
Awesome Phone! I use it daily in my dreams. ❤️,20 Apr 2018,Five Stars,5.0 ,Gorima Basu
Excellent phone with excellent features,17 Aug 2018,iPhone is the best of all the mobile,5.0 ,Vinay
Hume bhi koi gift krdo Apple iPhone X😅😁,12 Apr 2018,Five Stars,5.0 ,Abhinav s.
